Country,Price,Size,Marketplace,Reference,Moy_prix_by_size,Address
Sousse,195000.0,90.0,Jumia TN,L-TN-00173588,2166.6666666666665,"Chatt Meriem, Sousse, Sousse"
Banlieue Nord,105000.0,45.0,Jumia TN,L-TN-00172663,2333.3333333333335,"Ain Zaghouan, AIN Zaghouan, Tunis et Banlieue Nord"
Banlieue Nord,215000.0,109.0,Jumia TN,L-TN-00174019,1972.4770642201836,"Aouina, Aouina, Tunis et Banlieue Nord"
Ariana,280000.0,150.0,Jumia TN,L-TN-00173691,1866.6666666666667,"Cite El Ghazela, Raoued, Ariana"
Ben arous,168000.0,130.0,Jumia TN,L-TN-00173855,1292.3076923076924,"Ezzahra, Ezzahra, Ben Arous - Tunis Sud"
Banlieue Nord,290000.0,91.0,Jumia TN,L-TN-00172635,3186.813186813187,"Cité Les Palmeraies, Douar Hicher , La Soukra, Tunis et Banlieue Nord"
Ariana,263000.0,120.0,Jumia TN,L-TN-00173757,2191.6666666666665,"Ariana, Ariana, Ariana"
Sousse,206000.0,220.0,Jumia TN,L-TN-00171124,936.3636363636364,"Sousse, Sousse, Sousse, Sousse"
Banlieue Nord,465000.0,145.0,Jumia TN,L-TN-00170863,3206.896551724138,"Les Jardins de Carthage, Les Jardins de Carthage, Tunis et Banlieue Nord"
Banlieue Nord,310000.0,185.0,Jumia TN,L-TN-00170961,1675.6756756756756,"Cité El Wahat, Aouina, Aouina, Tunis et Banlieue Nord"
Ariana,215000.0,109.0,Jumia TN,L-TN-00173879,1972.4770642201836,"Ariana, Ariana, Ariana"
Banlieue Nord,210000.0,117.0,Jumia TN,L-TN-00171162,1794.871794871795,"Les jardins de l’aouina, Aouina, Aouina, Tunis et Banlieue Nord"
Banlieue Nord,275000.0,150.0,Jumia TN,L-TN-00170969,1833.3333333333333,"Les jardins d’el menzah 2, Tunis, Tunis et Banlieue Nord"
Banlieue Nord,345000.0,145.0,Jumia TN,L-TN-00172590,2379.310344827586,"Les Jardins de Carthage, Les Jardins de Carthage, Tunis et Banlieue Nord"
Ariana,235000.0,125.0,Jumia TN,L-TN-00171986,1880.0,"La Soukra, La Soukra, Ariana"
Les Berges du Lac,550000.0,140.0,Jumia TN,L-TN-00174377,3928.5714285714284,"lac 1, Les Berges Du Lac 1, Les Berges Du Lac, Tunis et Banlieue Nord"
Sousse,400000.0,200.0,Jumia TN,L-TN-00171132,2000.0,"Sousse, Sousse, Sousse, Sousse"
Banlieue Nord,210000.0,106.0,Jumia TN,L-TN-00170962,1981.132075471698,"Cité El Wahat, Aouina, Aouina, Tunis et Banlieue Nord"
Ariana,169000.0,129.0,Jumia TN,L-TN-00172445,1310.077519379845,"Cite El Ghazela, Raoued, Ariana"
Monastir,157000.0,95.0,Jumia TN,L-TN-00171146,1652.6315789473683,"Monastir, Monastir, Monastir, Monastir"
Ariana,419452.0,180.0,Jumia TN,L-TN-00174310,2330.288888888889,"Chotrana 1, La Soukra, Ariana"
Banlieue Nord,390000.0,200.0,Jumia TN,L-TN-00170594,1950.0,"El Manar 1, El Manar 1, El Manar 1, Tunis et Banlieue Nord"
Ben arous,160000.0,95.0,Jumia TN,L-TN-00121069,1684.2105263157894,"El Mourouj, El Mourouj, Ben Arous - Tunis Sud"
Banlieue Nord,200000.0,134.0,Jumia TN,L-TN-00170612,1492.5373134328358,"El Manar 1, El Manar 1, El Manar 1, Tunis et Banlieue Nord"
Banlieue Nord,225000.0,120.0,Jumia TN,L-TN-00173160,1875.0,"AIN Zagouan, AIN Zaghouan, Tunis et Banlieue Nord"
Banlieue Nord,220000.0,150.0,Jumia TN,L-TN-00170581,1466.6666666666667,"Ennasr 2, ENNASR 2, ENNASR 2, Tunis et Banlieue Nord"
Ariana,255000.0,120.0,Jumia TN,L-TN-00170440,2125.0,"Ariana, Ariana, Ariana"
Nabeul,260000.0,81.0,Jumia TN,L-TN-00169275,3209.8765432098767,"Hammamet Nord, Hammamet, Nabeul"
Ariana,280000.0,129.0,Jumia TN,L-TN-00169510,2170.5426356589146,"Chotrana 3, La Soukra, Ariana"
Bizerte,75000.0,42.0,Jumia TN,L-TN-00171902,1785.7142857142858,"borj ghamez, Bizerte, Bizerte"
Ariana,250000.0,155.0,Jumia TN,L-TN-00172014,1612.9032258064517,"Riadh El Andalous, Riadh el Andalous, Ariana"
Banlieue Nord,396000.0,146.0,Jumia TN,L-TN-00170865,2712.328767123288,"Les Jardins de Carthage, Les Jardins de Carthage, Tunis et Banlieue Nord"
Sousse,100000.0,82.0,Jumia TN,L-TN-00171125,1219.5121951219512,"Sousse, Sousse, Sousse, Sousse"
Banlieue Nord,300000.0,150.0,Jumia TN,L-TN-00171166,2000.0,"Aouina, Aouina, Aouina, Tunis et Banlieue Nord"
Banlieue Nord,275000.0,130.0,Jumia TN,L-TN-00174403,2115.3846153846152,"Ennasr 2, ENNASR 2, ENNASR 2, Tunis et Banlieue Nord"
Mannouba,105000.0,103.0,Jumia TN,L-TN-00170529,1019.4174757281553,"Mannouba, La Mannouba, La Mannouba, La Manouba"
Nabeul,140250.0,88.0,Jumia TN,L-TN-00171086,1593.75,"Nabeul, Nabeul, Nabeul"
Banlieue Nord,340000.0,147.0,Jumia TN,L-TN-00169158,2312.925170068027,"RUE KHALED IBEN EL WALID AIN ZAGHOUAN, AIN Zagouan, AIN Zaghouan, Tunis et Banlieue Nord"
Sousse,335000.0,119.0,Jumia TN,L-TN-00170256,2815.126050420168,"Rue Hassen Ben Said 4051 khezema ouest sousse., Zone Touristique, Mahdia, Mahdia"
Nabeul,240000.0,104.0,Jumia TN,L-TN-00165086,2307.6923076923076,"Hammamet Nord, Hammamet, Nabeul"
Sousse,180000.0,144.0,Jumia TN,L-TN-00172153,1250.0,"Rue Hassen Ben Said 4051 khezema ouest sousse., Hergla, Hergla, Sousse"
Banlieue Nord,1360000.0,350.0,Jumia TN,L-TN-00167333,3885.714285714286,"Les Jardins de Carthage, Les Jardins de Carthage, Tunis et Banlieue Nord"
Nabeul,270000.0,95.0,Jumia TN,L-TN-00165121,2842.1052631578946,"Yasmine Hammamet, Hammamet, Nabeul"
Ben arous,180000.0,110.0,Jumia TN,L-TN-00172276,1636.3636363636363,"Bou Mhel, Bou Mhel, Ben Arous - Tunis Sud"
Sousse,420000.0,102.0,Jumia TN,L-TN-00172638,4117.64705882353,"El Kantaoui, Hammam Sousse, Sousse"
Sousse,405000.0,135.0,Jumia TN,L-TN-00163791,3000.0,"Rue Hassen Ben Said 4051 khezema ouest sousse., El Kantaoui, Hammam Sousse, Sousse"
Ariana,89880.0,53.0,Jumia TN,L-TN-00167645,1695.8490566037735,"Chotrana 1, La Soukra, Ariana"
Banlieue Nord,630000.0,171.0,Jumia TN,L-TN-00164064,3684.2105263157896,"Les Jardins de Carthage, Les Jardins de Carthage, Tunis et Banlieue Nord"
Nabeul,370000.0,160.0,Jumia TN,L-TN-00164429,2312.5,"Hammamet Sud, Hammamet, Nabeul"
Ariana,410000.0,143.0,Jumia TN,L-TN-00173456,2867.132867132867,"La Soukra, La Soukra, Ariana"
Sousse,120000.0,75.0,Jumia TN,L-TN-00166455,1600.0,"Hergla, Hergla, Sousse"
Ben arous,180000.0,140.0,Jumia TN,L-TN-00169722,1285.7142857142858,"Rades Forêt, Rades, Rades, Ben Arous - Tunis Sud"
Nabeul,195000.0,98.0,Jumia TN,L-TN-00171084,1989.795918367347,"Nabeul, Nabeul, Nabeul"
Sousse,100000.0,90.0,Jumia TN,L-TN-00172279,1111.111111111111,"Rue victor hugo en face recette de finance B1, Sousse, Sousse, Sousse"
Ariana,250000.0,104.0,Jumia TN,L-TN-00170401,2403.846153846154,"Ariana, Ariana, Ariana"
Ariana,149000.0,70.0,Jumia TN,L-TN-00170546,2128.5714285714284,"Chotrana I, La Soukra, La Soukra, Ariana"
Ariana,230000.0,118.0,Jumia TN,L-TN-00173635,1949.1525423728813,"La Soukra, La Soukra, Ariana"
Nabeul,95000.0,50.0,Jumia TN,L-TN-00167218,1900.0,"Hammamet, Hammamet, Nabeul"
Ariana,725000.0,260.0,Jumia TN,L-TN-00160753,2788.4615384615386,"Chotrana 1, Chotrana 1, Ariana"
Nabeul,150000.0,97.0,Jumia TN,L-TN-00163509,1546.3917525773195,"Hammamet, Hammamet, Nabeul"
Sousse,190000.0,144.0,Jumia TN,L-TN-00166133,1319.4444444444443,"Rue Hassen Ben Said 4051 khezema ouest sousse., Hergla, Hergla, Sousse"
Nabeul,231000.0,140.0,Jumia TN,L-TN-00171090,1650.0,"Erriadh, Nabeul, Nabeul"
Mahdia,85000.0,85.0,Jumia TN,L-TN-00171026,1000.0,"Mahdia, Mahdia, Mahdia, Mahdia"
Nabeul,115000.0,135.0,Jumia TN,L-TN-00149487,851.8518518518518,"beni ouail, Hammamet, Hammamet, Nabeul"
Sousse,360000.0,156.0,Jumia TN,L-TN-00120823,2307.6923076923076,"Chott Meriem, Akouda, Sousse"
Ariana,185000.0,109.0,Jumia TN,L-TN-00168741,1697.2477064220184,"Ariana, Ariana, Ariana"
Sousse,250000.0,90.0,Jumia TN,L-TN-00150151,2777.777777777778,"El Kantaoui, El Kantaoui, Hammam Sousse, Sousse"
Djerba,240000.0,130.0,Jumia TN,L-TN-00150660,1846.1538461538462,"Houmt Souk, Houmt Souk, Djerba"
Banlieue Nord,685000.0,2.0,Jumia TN,L-TN-00105789,342500.0,"La Marsa, La Marsa, Tunis et Banlieue Nord"
Banlieue Nord,800000.0,286.0,Jumia TN,L-TN-00152625,2797.2027972027972,"Cité les Résidence du Parc, Les Jardins de Carthage, Les Jardins de Carthage, Les Jardins de Carthage, Les Jardins de Carthage, Les Jardins de Carthage, Tunis et Banlieue Nord"
Ben arous,125000.0,83.0,Jumia TN,L-TN-00129149,1506.0240963855422,"Rades, Ben Arous - Tunis Sud"
Ben arous,147.0,105.0,Jumia TN,L-TN-00127267,1.4,"El Mourouj, Ben Arous - Tunis Sud"
Sousse,180000.0,84.0,Jumia TN,L-TN-00105087,2142.8571428571427,"route touristique, Hammam Sousse, Hammam Sousse, Sousse"
Banlieue Nord,250000.0,149.0,Jumia TN,L-TN-00126489,1677.8523489932886,"Tunis, Tunis et Banlieue Nord"
Banlieue Nord,2800.0,137.0,Jumia TN,L-TN-00170517,20.437956204379564,"Centre Urbain Nord, Centre Urbain Nord, Cité El Khadra, Tunis et Banlieue Nord"
Banlieue Nord,195000.0,85.0,Jumia TN,L-TN-00140267,2294.1176470588234,"La Soukra, Tunis et Banlieue Nord"
Banlieue Nord,380000.0,134.0,Jumia TN,L-TN-00151401,2835.820895522388,"Les Jardins de Carthage, Les Jardins de Carthage, Tunis et Banlieue Nord"
Ariana,110000.0,100.0,Jumia TN,L-TN-00154260,1100.0,"Raoued, Raoued, Ariana"
Banlieue Nord,260000.0,100.0,Jumia TN,L-TN-00171708,2600.0,"Gammarth, Gammarth, Tunis et Banlieue Nord"
Ariana,288418.0,125.0,Jumia TN,L-TN-00164686,2307.344,"chotrana 1, Chotrana 1, La Soukra, Ariana"
Sousse,130000.0,99.0,Jumia TN,L-TN-00157318,1313.1313131313132,"Rue Hassen Ben Said 4051 khezema ouest sousse., Sousse Riadh, Sousse, Sousse"
Sousse,130000.0,50.0,Jumia TN,L-TN-00120796,2600.0,"Chott Meriem, Akouda, Sousse"
Sousse,170000.0,86.0,Jumia TN,L-TN-00135333,1976.7441860465117,"Rue Hassen Ben Said 4051 khezema ouest sousse. prés de librairie SIAB, Khezama Ouest, Khezama Ouest, Sousse"
Nabeul,370000.0,160.0,Jumia TN,L-TN-00167145,2312.5,"Hammamet, Hammamet, Nabeul"
Sousse,265000.0,80.0,Jumia TN,L-TN-00134341,3312.5,"El Kantaoui, Hammam Sousse, Sousse"
Ariana,1700.0,130.0,Jumia TN,L-TN-00158103,13.076923076923077,"La Soukra, La Soukra, Ariana"
Banlieue Nord,235000.0,121.0,Jumia TN,L-TN-00168764,1942.1487603305786,"La Goulette, La Goulette, La Goulette, Tunis et Banlieue Nord"
Banlieue Nord,295000.0,150.0,Jumia TN,L-TN-00170571,1966.6666666666667,"Ennasr 2, ENNASR 2, ENNASR 2, Tunis et Banlieue Nord"
Sousse,190000.0,144.0,Jumia TN,L-TN-00149369,1319.4444444444443,"Rue Hassen Ben Said 4051 khezema ouest sousse. prés de librairie SIAB, Hergla, Hergla, Sousse"
Banlieue Nord,240000.0,130.0,Jumia TN,L-TN-00145166,1846.1538461538462,"ennasr, beb souika Tunis., Tunis, Tunis et Banlieue Nord"
Banlieue Nord,244000.0,144.0,Jumia TN,L-TN-00162233,1694.4444444444443,"Rue Khaled Ibn Walid, Aouina, Tunis et Banlieue Nord"
Ariana,206000.0,118.0,Jumia TN,L-TN-00154606,1745.7627118644068,"residence ilyesse, La Soukra, Soukra, Ariana"
Banlieue Nord,175000.0,88.0,Jumia TN,L-TN-00105295,1988.6363636363637,"Notre-Dame, Tunis, Tunis et Banlieue Nord"
Banlieue Nord,365000.0,147.0,Jumia TN,L-TN-00165450,2482.9931972789113,"Aouina, Aouina, Tunis et Banlieue Nord"
Nabeul,125000.0,65.0,Jumia TN,L-TN-00155386,1923.076923076923,"Hammamet, Hammamet, Nabeul"
Sousse,160000.0,95.0,Jumia TN,L-TN-00120824,1684.2105263157894,"Chott Meriem, Akouda, Sousse"
Banlieue Nord,320000.0,100.0,Jumia TN,L-TN-00132655,3200.0,"La Marsa, La Marsa, Tunis et Banlieue Nord"
Nabeul,1300000.0,156.0,Jumia TN,L-TN-00101455,8333.333333333334,"Yasmine Hammamet, Hammamet, Nabeul"
Ariana,305000.0,131.0,Jumia TN,L-TN-00154535,2328.2442748091603,"Chotrana 1, La Soukra, Ariana"
Ariana,160000.0,150.0,Jumia TN,L-TN-00149255,1066.6666666666667,"Raoued, Raoued, Raoued, Ariana"
Sousse,400000.0,280.0,Jumia TN,L-TN-00150681,1428.5714285714287,"Rue Hassen Ben Said 4051 khezema ouest sousse. prés de librairie SIAB, Khezama Ouest, Khezama Ouest, Sousse"
Sousse,230000.0,76.0,Jumia TN,L-TN-00159053,3026.315789473684,"Hammam Sousse, Hammam Sousse, Sousse"
Ariana,310000.0,145.0,Jumia TN,L-TN-00169506,2137.9310344827586,"Cité Ennasr, Cité Ennasr, Ariana"
Banlieue Nord,703000.0,258.0,Jumia TN,L-TN-00171211,2724.8062015503874,"Les Jardins de Carthage, Les Jardins de Carthage, Tunis et Banlieue Nord"
Sousse,2300.0,90.0,Jumia TN,L-TN-00147755,25.555555555555557,"Gp1 à Khezama, Khezama, Khezama, Sousse"
Les Berges du Lac,570000.0,2.0,Jumia TN,L-TN-00107173,285000.0,"Les Berges du Lac, Les Berges du Lac0, Les Berges Du Lac, Tunis et Banlieue Nord"
Nabeul,75000.0,55.0,Jumia TN,L-TN-00086713,1363.6363636363637,"Barraket Essahel, Nabeul"
Banlieue Nord,784000.0,225.0,Jumia TN,L-TN-00173097,3484.4444444444443,"Les Jardins de Carthage, Les Jardins de Carthage, Tunis et Banlieue Nord"
Banlieue Nord,476000.0,171.0,Jumia TN,L-TN-00170795,2783.625730994152,"Les Jardins de Carthage, Les Jardins de Carthage, Tunis et Banlieue Nord"
Sousse,215000.0,130.0,Jumia TN,L-TN-00169738,1653.8461538461538,"Rue Hassen Ben Said 4051 khezema ouest sousse., Khezama, Khezama, Sousse"
Ariana,367000.0,145.0,Jumia TN,L-TN-00159323,2531.0344827586205,"Chotrana 1, La Soukra, Ariana"
Ariana,323400.0,147.0,Jumia TN,L-TN-00136496,2200.0,"choutrana, Chotrana 2, La Soukra, Ariana"
Banlieue Nord,620000.0,185.0,Jumia TN,L-TN-00154292,3351.3513513513512,"Gammarth, Gammarth, Tunis et Banlieue Nord"
Ben arous,239000.0,147.0,Jumia TN,L-TN-00156791,1625.8503401360545,"Boumhel, Bou Mhel, Ben Arous - Tunis Sud"
Ariana,153000.0,130.0,Jumia TN,L-TN-00154285,1176.923076923077,"Ariana, Ariana, Ariana"
Sousse,190000.0,118.0,Jumia TN,L-TN-00167692,1610.1694915254238,"Rue victor hugo en face recette de finance B1, Sousse, Sousse, Sousse"
Ariana,405000.0,167.0,Jumia TN,L-TN-00123923,2425.1497005988026,"Chotrana 1, La Soukra, Ariana"
Banlieue Nord,275000.0,167.0,Jumia TN,L-TN-00172308,1646.7065868263473,"La Marsa, La Marsa, Tunis et Banlieue Nord"
Nabeul,130000.0,90.0,Jumia TN,L-TN-00165294,1444.4444444444443,"Nabeul, Nabeul"
Ariana,286000.0,112.0,Jumia TN,L-TN-00127520,2553.5714285714284,"Résidence Les Oeillets, Cité Ennasr, Cité Ennasr, Cité Ennasr, Ariana"
Nabeul,380000.0,107.0,Jumia TN,L-TN-00155937,3551.4018691588785,"Yasmine Hammamet, Hammamet, Nabeul"
Ariana,89040.0,53.0,Jumia TN,L-TN-00153508,1680.0,"Borj Louzir, Borj Louzir, La Soukra, Ariana"
Ariana,250000.0,136.0,Jumia TN,L-TN-00156115,1838.235294117647,"Ariana, Ariana, Ariana"
Ariana,239750.0,138.0,Jumia TN,L-TN-00153763,1737.3188405797102,"Borj Louzir, La Soukra, Ariana"
Sousse,175000.0,67.0,Jumia TN,L-TN-00163225,2611.9402985074626,"Chott Meriam, Hammam Sousse, Sousse"
Ariana,160000.0,50.0,Jumia TN,L-TN-00153424,3200.0,"Raoued, Raoued, Ariana"
Sousse,165000.0,110.0,Jumia TN,L-TN-00156905,1500.0,"Hergla, Hergla, Sousse"
Nabeul,750000.0,200.0,Jumia TN,L-TN-00092109,3750.0,"Hammamet Nord, Hammamet, Nabeul"
Les Berges du Lac,1600000.0,260.0,Jumia TN,L-TN-00100399,6153.846153846154,"Les Berges Du Lac 1, Les Berges Du Lac, Tunis et Banlieue Nord"
Banlieue Nord,689000.0,2.0,Jumia TN,L-TN-00130386,344500.0,"La Marsa, La Marsa, Tunis et Banlieue Nord"
Banlieue Nord,250000.0,140.0,Jumia TN,L-TN-00136480,1785.7142857142858,"Hammamet, Tunis et Banlieue Nord"
Les Berges du Lac,850000.0,2.0,Jumia TN,L-TN-00067070,425000.0,"Les Berges du Lac, Les Berges du Lac0, Les Berges Du Lac, Tunis et Banlieue Nord"
Banlieue Nord,365000.0,140.0,Jumia TN,L-TN-00149849,2607.1428571428573,"La Marsa, La Marsa, Tunis et Banlieue Nord"
Banlieue Nord,450000.0,283.0,Jumia TN,L-TN-00126483,1590.1060070671379,"Aouina, Aouina, Tunis et Banlieue Nord"
Les Berges du Lac,360000.0,2.0,Jumia TN,L-TN-00106994,180000.0,"Les Berges du Lac, Les Berges du Lac0, Les Berges Du Lac, Tunis et Banlieue Nord"
Banlieue Nord,400000.0,152.0,Jumia TN,L-TN-00152665,2631.5789473684213,"Lotissement les Résidences Du Parc, Les Jardins de Carthage, Les Jardins de Carthage, Tunis et Banlieue Nord, Les Jardins de Carthage, Les Jardins de Carthage, Tunis et Banlieue Nord"
Banlieue Nord,600000.0,281.0,Jumia TN,L-TN-00105065,2135.2313167259786,"Aouina, Tunis et Banlieue Nord"
Banlieue Nord,485000.0,177.0,Jumia TN,L-TN-00168744,2740.1129943502824,"jardins de Carthage, Les Jardins de Carthage, Les Jardins de Carthage, Tunis et Banlieue Nord"
Sousse,250000.0,123.0,Jumia TN,L-TN-00145974,2032.520325203252,"Rue Hassen Ben Said 4051 khezema ouest sousse. prés de librairie SIAB, Sousse Medina, Sousse, Sousse"
Banlieue Nord,298000.0,113.0,Jumia TN,L-TN-00149408,2637.16814159292,"El Manar 1, El Manar 1, Tunis et Banlieue Nord"
Sousse,130000.0,99.0,Jumia TN,L-TN-00154228,1313.1313131313132,"Rue Hassen Ben Said 4051 khezema ouest sousse. prés de librairie SIAB, Sousse Riadh, Sousse, Sousse"
Sousse,440000.0,130.0,Jumia TN,L-TN-00143589,3384.6153846153848,"Rue Hassen Ben Said 4051 khezema ouest sousse. prés de librairie SIAB, Sousse Corniche, Sousse, Sousse"
Banlieue Nord,280000.0,2.0,Jumia TN,L-TN-00110941,140000.0,"Jardins de Carthage, Les Jardins de Carthage, Tunis et Banlieue Nord"
Nabeul,50000.0,50.0,Jumia TN,L-TN-00164634,1000.0,"AGENCE GHALLEB HAMMAMET, Hammamet Nord, Hammamet, Nabeul"
Sousse,170000.0,106.0,Jumia TN,L-TN-00161586,1603.7735849056603,"Rue Hassen Ben Said 4051 khezema ouest sousse., Sousse Medina, Sousse, Sousse"
Sousse,259000.0,130.0,Jumia TN,L-TN-00141052,1992.3076923076924,"Rue Hassen Ben Said 4051 khezema ouest sousse. prés de librairie SIAB, Khezama, Khezama, Sousse"
Banlieue Nord,1500000.0,220.0,Jumia TN,L-TN-00164810,6818.181818181818,"Tunis Ville, Tunis et Banlieue Nord"
Tunis,175.0,90.0,Tayara TN,71c8b03f-3fb2-4df8-b255-9e2c989bc522,1.9444444444444444,"Tunis, Centre Ville - Lafayette"
Les Berges du Lac,350000.0,109.0,Jumia TN,L-TN-00145742,3211.0091743119265,"Les Berges du Lac 2, Les Berges Du Lac, Tunis et Banlieue Nord"
Nabeul,630000.0,110.0,Jumia TN,L-TN-00158552,5727.272727272727,"Sidi El Mahrsi , Nabeul, Nabeul"
Banlieue Nord,130000.0,107.0,Jumia TN,L-TN-00170609,1214.9532710280373,"Les Jardins D'el Menzah, El Manar 1, El Manar 1, Tunis et Banlieue Nord"
Sousse,180000.0,144.0,Jumia TN,L-TN-00153081,1250.0,"Rue Hassen Ben Said 4051 khezema ouest sousse. prés de librairie SIAB, Hergla, Hergla, Sousse"
Nabeul,250000.0,67.0,Jumia TN,L-TN-00092107,3731.3432835820895,"Hammamet Nord, Hammamet, Nabeul"
Ariana,210000.0,105.0,Jumia TN,L-TN-00153458,2000.0,"La Soukra, La Soukra, Ariana"
Banlieue Nord,151800.0,69.0,Jumia TN,L-TN-00154578,2200.0,"ENNASR 2, ENNASR 2, Tunis et Banlieue Nord"
Ben arous,85000.0,80.0,Jumia TN,L-TN-00131745,1062.5,"El Mourouj, Ben Arous - Tunis Sud"
Sousse,206000.0,139.0,Jumia TN,L-TN-00156855,1482.0143884892086,"Hergla, Hergla, Sousse"
Ariana,272000.0,129.0,Jumia TN,L-TN-00156925,2108.5271317829456,"Borj Louzir, La Soukra, Ariana"
Sousse,160000.0,122.0,Jumia TN,L-TN-00171434,1311.4754098360656,"Rue Hassen Ben Said 4051 khezema ouest sousse., Sousse Riadh, Sousse Riadh, Sousse"
Nabeul,262000.0,135.0,Jumia TN,L-TN-00153609,1940.7407407407406,"Cité El Mrezga Sur la Route Mc 28 (En Face Clinique les Violettes), Hammamet Nord, Hammamet, Nabeul"
Banlieue Nord,400000.0,152.0,Jumia TN,L-TN-00154081,2631.5789473684213,"Lotissement les Résidences Du Parc, Les Jardins de Carthage, Les Jardins de Carthage, Tunis et Banlieue Nord, Les Jardins de Carthage, Les Jardins de Carthage, Tunis et Banlieue Nord, Les Jardins de Carthage, Les Jardins de Carthage, Tunis et Banlieue Nord"
Banlieue Nord,720000.0,180.0,Jumia TN,L-TN-00172320,4000.0,"Gammarth, Gammarth, Tunis et Banlieue Nord"
Nabeul,212000.0,106.0,Jumia TN,L-TN-00122179,2000.0,"Hammamet Sud, Hammamet, Nabeul"
Nabeul,260000.0,125.0,Jumia TN,L-TN-00167125,2080.0,"Hammamet, Hammamet, Nabeul"
Nabeul,250000.0,127.0,Jumia TN,L-TN-00160727,1968.5039370078741,"Hammamet Nord, Hammamet, Nabeul"
Sousse,340000.0,100.0,Jumia TN,L-TN-00110384,3400.0,"Chott Meriem, Akouda, Sousse"
Les Berges du Lac,378000.0,151.0,Jumia TN,L-TN-00158123,2503.3112582781455,"Les Berges Du Lac, Tunis et Banlieue Nord"
Les Berges du Lac,3500.0,2.0,Jumia TN,L-TN-00127616,1750.0,"Les Berges du Lac, Les Berges Du Lac, Tunis et Banlieue Nord"
Ariana,265000.0,133.0,Jumia TN,L-TN-00173720,1992.4812030075188,"Riadh el Andalous, Riadh el Andalous, Ariana"
Banlieue Nord,2500.0,235.0,Jumia TN,L-TN-00146602,10.638297872340425,"ENNASR 2, ENNASR 2, Tunis et Banlieue Nord"
Banlieue Nord,650000.0,2.0,Jumia TN,L-TN-00150533,325000.0,"Jardins de Carthage, Les Jardins de Carthage, Tunis et Banlieue Nord"
Ariana,500000.0,232.0,Jumia TN,L-TN-00149793,2155.1724137931033,"La Soukra, La Soukra, Ariana"
Banlieue Nord,485000.0,2.0,Jumia TN,L-TN-00132070,242500.0,"Jardins de Carthage, Les Jardins de Carthage, Tunis et Banlieue Nord"
Ariana,359520.0,171.0,Jumia TN,L-TN-00132317,2102.4561403508774,"Cité Ennasr, Cité Ennasr, Ariana"
Sousse,168000.0,130.0,Jumia TN,L-TN-00156932,1292.3076923076924,"Rue Hassen Ben Said 4051 khezema ouest sousse., Hammam Sousse, Hammam Sousse, Sousse"
Djerba,170000.0,80.0,Jumia TN,L-TN-00060856,2125.0,"Houmt Souk, Houmt Souk, Djerba"
Sousse,170000.0,103.0,Jumia TN,L-TN-00142160,1650.485436893204,"Rue Hassen Ben Said 4051 khezema ouest sousse. prés de librairie SIAB, Sousse Medina, Sousse, Sousse"
Banlieue Nord,530000.0,177.0,Jumia TN,L-TN-00120925,2994.3502824858756,"Sidi Daoud, La Marsa, Tunis et Banlieue Nord"
Ariana,215000.0,90.0,Jumia TN,L-TN-00171924,2388.8888888888887,"La Soukra, Soukra, Ariana"
Sousse,550000.0,151.0,Jumia TN,L-TN-00148943,3642.384105960265,"Sousse Ville, Sousse, Sousse, Sousse"
Ben arous,250000.0,150.0,Jumia TN,L-TN-00146404,1666.6666666666667,"Megrine Coteaux, Mégrine, Ben Arous - Tunis Sud"
