,Unnamed: 0,Extraction_date,Reference,Category,Name,Address,Size,Size_prefix,Nbr_of_rooms,Nbr_of_baths,Price,Description,URL
2137,4013,2018-07-16T08:43:37,710d2dbf-39bc-44d0-8054-233f7de51165,Appartement,S+2 Meublé De 120M² Avec Jardin De 80 M² À Sidi Mahrsi,"Nabeul, Nabeul",Appartements,m²,2.0,,1700.0,"Cet appartement est situé au rez-de-chaussée d'une résidence calme à Cité wafa. Le revêtement en marbre blanc. Le salon est équipé par des canapés aux couleurs beige, une table et un téléviseur plasma. Il possède un accès sur la terrasse et le jardin. La cuisine indépendante est équipée par une plaque, hotte, un four et un frigidaire. La partie nuit dispose de deux chambres à coucher avec leur placards. Une salle de bain est à disposition. Une place de parking est disponible. Disponible que pour le mois Août: 7200DT/mois 3600DT/2 semaines » Équipements Chauffage central Climatisation par split système Jardin Meublé Terrasse Abris voiture",https://www.tayara.tn/listings/appartements-2/710d2dbf-39bc-44d0-8054-233f7de51165/s+2-meublé-de-120m²-avec-jardin-de-80-m²-à-sidi-mahrsi
2138,4014,2018-07-16T08:43:37,76cf5db0-4c1c-422a-ac2e-770f2a435e9b,Appartement,Location Appartement Meublé Au Lido,"Nabeul, Dar Châabane El Fehri",Appartements,m²,2.0,,650.0,"Location appartement meublé au Lido (2 eme étage) Cet appartement lux meublé situé au lido, zone chic et a proximité de toute commodité. Il dessert un salon spacieux et lumineux + 2 chambres à coucher + cuisine équipé par un placard+ 2 salles d?eau. Prix : 650 dt N° 22 808 100",https://www.tayara.tn/listings/appartements-2/76cf5db0-4c1c-422a-ac2e-770f2a435e9b/location-appartement-meublé-au-lido
2139,4015,2018-07-16T08:43:36,733166eb-8312-4c31-b8ff-70a4b458c27c,Appartement,Lac 1 Un Joli Studio Richement Meublé,"Tunis, La Marsa",Appartements,m²,2.0,,1500.0,"lac 1 un joli studio richement meublé se compose d'une chambre à coucher, salon, sdb, cuisine. pres du monoprix pour visite contacter agence immobiliere sur 21291414",https://www.tayara.tn/listings/appartements-2/733166eb-8312-4c31-b8ff-70a4b458c27c/lac-1-un-joli-studio-richement-meublé-
2140,4016,2018-07-16T08:43:35,678cbb5f-ef94-40fe-97ff-07a64270a5f6,Appartement,Apprt Camilia Haut Standing S2,"Nabeul, Hammamet Nord",Appartements,m²,2.0,,0.0,"A louer un bel appartement de haut standing sis au 3ème étage d'une résidence à la nouvelle AFH au Mrezga. Il se compose d'un salon, une chambre à coucher avec lit double et un balcon, une chambre à coucher avec 3 lits, une salle de bain et une cuisine équipée avec un séchoir. L'appartement est richement meublé et climatisé. La résidence compte une piscine collective, un ascenseur et un parking sécurisé. L'appartement est louée du 01 au 15 août 2018.",https://www.tayara.tn/listings/appartements-2/678cbb5f-ef94-40fe-97ff-07a64270a5f6/apprt-camilia-haut-standing-s2
2141,4020,2018-07-16T08:43:31,6b1377d7-d5e2-4a40-a053-4613b249b76d,Appartement,A Louer Un Coquet Appartement S+2 Haut Standing,"Ben arous, Medina Jedida",Appartements,m²,2.0,,600.0,"A Louer un coquet appartement S+2 haut standing à medina jadida dans une résidence gardée et sécurisé avec ascenseur très proche de toute commodité , spacieuse salon, 2 chambres , cuisine agencée un balcon , séchoir, SDB chauffage centrale Loyer: 600 par mois et compris syndic contacter a 26 526 520 / 20 813 000 / 20 731 731",https://www.tayara.tn/listings/appartements-2/6b1377d7-d5e2-4a40-a053-4613b249b76d/a-louer-un-coquet-appartement-s+2-haut-standing
2142,4021,2018-07-16T08:43:31,7328de34-d9db-43c3-b170-5dafedf86c52,Appartement,Appartement S1 Meublé A L Aouina Par Nuitée,"Tunis, L'aouina",Appartements,m²,1.0,,75.0,"aouina Cite walaht Appartement s1 luxueux meublé et bien équipé situé dans un quartier calme proche de toutes commerces .5min du centre commercial Carrefour, un quart d'heure du banlieue Nord. 10 min de l'aéroport Tunis-Carthage, les petits courses pourront se faire à pieds. Cet appartement est composé d une chambre à coucher, un salon, une salle de bain ,wifi ,climatiseur.. Tel:29528750",https://www.tayara.tn/listings/appartements-2/7328de34-d9db-43c3-b170-5dafedf86c52/appartement-s1-meublé-a-l-aouina-par-nuitée-
2143,4023,2018-07-16T08:43:28,7796b4d1-7600-4fc1-8bfc-c33197278b48,Appartement,A Louer Appartement Non Meublé Route Gremda Km 1,"Sfax, Sfax Ville",Appartements,m²,3.0,,450.0,A louer appartement route gremda km 1 derrière kiosque TOTAL immeuble les petites roses. appartement s+2 (salon + chambre parent+chambre enfant+cuisine+2 petits balcons) appartement non meublé 3 eme étage sans ascenseur avec gaz de ville. destiné pour jeune mariée. prix 450 dinars.,https://www.tayara.tn/listings/appartements-2/7796b4d1-7600-4fc1-8bfc-c33197278b48/a-louer-appartement-non-meublé-route-gremda-km-1-
2144,4024,2018-07-16T08:43:27,70bd3d03-2276-4fb8-92c3-bed501d1534b,Appartement,Un Luxe Appartement Prés De L'Hotel El Meshtel,"Tunis, Centre Ville - Lafayette",Appartements,m²,1.0,,900.0,"Notre agence immobiliére met en location un joli appartement s+1 meublé au 3 éme étage avec ascenseur prés de toutes les commodités à coté hotel el mechtel ; composé d'un salon , 1 chambre à coucher , une cuisine et une salle de bain . N'hesitez pas de nous contactez par télephone : 93.937.763/29.561599 Nous sommes à votre service Visite du bien Par RDV Satisfaction garantie.",https://www.tayara.tn/listings/appartements-2/70bd3d03-2276-4fb8-92c3-bed501d1534b/un-luxe-appartement-prés-de-l'hotel-el-meshtel
2145,4025,2018-07-16T08:43:26,768a2584-48ea-408c-a06f-84e44335a7a0,Appartement,Appartement S+3 Haut Standing A Chouchet,"Ben arous, Ben arous",Appartements,m²,4.0,,850.0,"A Louer un appartement s+3 haut standing a Chouchet rades se compose d'un grand salon trois chambres a coucher,,salle de bain,salle d'eau ,cuisine équipée (plaque,hotte,four)et place de parkin au sous sol. contact 26 526 520/20 813 000",https://www.tayara.tn/listings/appartements-2/768a2584-48ea-408c-a06f-84e44335a7a0/appartement-s+3-haut-standing-a-chouchet
2146,4026,2018-07-16T08:43:25,731fa18d-ebf0-40ae-bc4c-519fc34ab4bd,Appartement,Appartement S+3 À Ezzahra,"Ben arous, Ezzahra",Appartements,m²,3.0,,680.0,"Cet appartement se situe au première étage d'une résidence gardée. Il se compose d'un grand salon avec un balcon, une cuisine aménagée qui ouvre sur un séchoir avec une salle d'eau pour les invitées. Un couloir avec placard nous mène à la partie nuit qui couvre les trois chambres à coucher qui partagent une salle de bain. Une place de parking est disponible. Climatiseur et chauffage central.",https://www.tayara.tn/listings/appartements-2/731fa18d-ebf0-40ae-bc4c-519fc34ab4bd/appartement-s+3-à-ezzahra
2147,4027,2018-07-16T08:43:25,6eeb0eef-935f-4dbc-a3eb-dcc599cf9c4c,Appartement,Rue De Mardrid S+1 Meublè,"Tunis, Tunis",Appartements,m²,2.0,,750.0,rue de madrid s+1 passage meublè notre agence immobilière 53434325,https://www.tayara.tn/listings/appartements-2/6eeb0eef-935f-4dbc-a3eb-dcc599cf9c4c/rue-de-mardrid-s+1-meublè-
2148,4029,2018-07-16T08:43:21,765c4d71-b899-4b55-8b81-4866c0b56554,Appartement,Appartement À Louer Meublé Située Au Bord De La Mer À Mahdia,"Mahdia, Mahdia",Appartements,m²,1.0,,0.0,"Cet appartement haut standing (s+1) se situe au deuxième étage d?une résidence pied dans l?eau qui se compose de cuisine a l'américaine ouvre sur le salon. Cette dernière est totalement équipée avec tout l?électroménager nécessaire, un salon volumineux bénéficie d'une vue dégagée sur mer qui ouvre sur un balcon et une salle d?eau. Aussi une place de parking sécurisée 24h. Soyez la bienvenue à notre appartement Pour plus d?info contactez-moi sur le 50 427 000 Adresse : rue baghdadi résidence diar el chatt mahdia",https://www.tayara.tn/listings/appartements-2/765c4d71-b899-4b55-8b81-4866c0b56554/appartement-à-louer-meublé-située-au-bord-de-la-mer-à-mahdia
2149,4032,2018-07-16T08:43:19,678bd0a0-e1ed-40c5-9264-f71d395b5dbc,Appartement,S3 Neuf Très Haut Gamme Richement Meublé À L'Année,"Sousse, Sahloul",Appartements,m²,3.0,,1500.0,l'Agence immobiliére Leader House met à votre disposition pour location annuelle un appartement s+3 très haut standing et richement meublé composé : * trois chambres coucher * salle de bain * vaste salon * cuisine bien équipée emplacement : Sahloul prix : 1400 dt Pour plus d'informations contactez nous au 23227268,https://www.tayara.tn/listings/appartements-2/678bd0a0-e1ed-40c5-9264-f71d395b5dbc/s3-neuf-très-haut-gamme-richement-meublé-à-l'année
