Extraction_date,Marketplace,Reference,Status,Category,Name,Address,Size,Size_prefix,Nbr_of_rooms,Nbr_of_baths,Price,Description,URL
2018-09-03T12:58:34,Tunisie-annonce TN,2439129,A louer,Appartement,S2 sur la route du relais la marsa,"Tunisie,Tunis,La Marsa,Cite Du Stade",90,m²,3.0,,1200.0,"l'affiche immo propose à la location un bel s+2 dans une résidence calme et sécurisée sur la route du relais, la marsa. il est composé, dans sa partie jour, d'un lumineux salon salle à manger avec balcon, une cuisine équipée avec séchoir et une salle d'eau invités. la partie nuit se compose de deux chambres à coucher et une salle de bain commune. l'appartement dispose d'une place de parking au sous-sol, et est chauffé et climatisé.    pour plus d'informations veuillez contacter votre conseiller boubaker mlayah au +216 55 990 007",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2439129
2018-09-03T12:58:31,Tunisie-annonce TN,2669025,A louer,Appartement,S2 meublé à la marsa 0877,"Tunisie,Tunis,La Marsa,Marsa Ennassim",100,m²,3.0,,870.0,"l'affiche immo propose à la location un s+2 meublé, dans un quartier calme et résidentiel à la cité les pins, la marsa. il est composé d'un grand et lumineux salon salle à manger avec balcon, deux chambres à coucher, une cuisine avec séchoir et une salle de bain.    pour plus de renseignements veuillez contacter votre conseiller boubaker mlayah au +216 55 990 007",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2669025
2018-09-03T12:58:21,Tunisie-annonce TN,2806484,A louer,Appartement,Appartement usage bureautique a hammam lif,"Tunisie,Ben arous,Hammam Lif,Hammam Lif",60,m²,2.0,,500.0,"vous êtes un médecin, un avocat ou un comptable? vous chercher un cabinet à proximité de toutes commodités, nous vous proposons pour location trois appartement  s+1  usage bureautiqueau 4 ème étage  en plein centre ville hammam lif ,l'immeuble est protégé par des caméras de surveillance.  prix: s+1 60m2 500dt/s+1 70m2 550dt/s+1  80m2 600dt     frais de visite 20dt +(2visite gratuit)   commission d'agence : 5% du loyer annuel de la première année   svp svp que les sérieux curieux courtier sabstenir",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2806484
2018-09-03T12:58:17,Tunisie-annonce TN,2831414,A louer,Appartement,App cite el khadra en face clinique ibn zorh,"Tunisie,Tunis,Cite El Khadra,Cite El Khadra",75,m²,3.0,,630.0,à louer pour jeune couple appartement au 3ème étage situé au citée el khadra en face de la clinique ibn zohre prés station métro avec 2c+salon+salle de bain avec chauffe eau + toilette indépendante+cuisine équipée du gaz naturel+ un grand séchoir ouvrant sur le parking de l'immeuble. pour plus d'informations contacter sami uniquement sur:50233999,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2831414
2018-09-03T12:58:14,Tunisie-annonce TN,2831715,A louer,Appartement,Apps meublé pour etudiants ou celibataires à beja,"Tunisie,Beja,Beja Nord,Beja",65,m²,2.0,,500.0,à louer des apps haut standing richement meublè première main jamais habitè avec climatisation+chauffage +television et parabole installè+wifi et cameras de surveillance.l'appartement est composè d'un salon + une chambre à coucher pour 2 ou 3 personnes maximum. situè au rue 9 avril beja près de la poste de police (svp curieux s'abstenir) pour plus d'information veuillez contacter sami uniquement sur:50233999,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2831715
2018-09-03T12:58:10,Tunisie-annonce TN,2861747,A louer,Maison,Duplex a gammarth,"Tunisie,Tunis,La Marsa,Gammart",175,m²,,,1000.0,"particulier loue un spacieux duplex composé comme suit: entrée indépendante, terasse et petit jardin au rez de chaussée, terasse au 1er  donnant sur un vaste salon séjour de 60m2, une cuisine équipée, une salle de bain et une chambre. au 2ème 3 chambre à coucher dont une vaste suite parentale avec salle de douche et dressing donnant sur une belle terasse. chauffage central et climatisation, stores automatiques avec moustiquaire. quartier très calme. toutes les commodité proches",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2861747
2018-09-03T12:58:05,Tunisie-annonce TN,2831483,A louer,Appartement,A usage bureautique ou habitation,"Tunisie,Beja,Beja Nord,Beja",65,m²,2.0,,620.0,"on met à votre disposition un local pour usage bureautique ou habitation situé au 2ème étage de la résidence garden béja au dessus de café jasmin sur la route principale de tabarka prés de la zone industrielle; clinique el amen; de la faculté iset;      5 minutes de centre ville ce local est haut standing composé de deux chambres dont leurs fênetres s'ouvrent  sur la route  principale + une salle de bain + séchoir + cuisine, cet immeuble est équipé d'un ascenseur et gardinage 24/24  pour plus d'informations veuillez contacter mr. sami uniquement sur:50233999",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2831483
2018-09-03T12:58:00,Tunisie-annonce TN,2693075,A louer,Maison,Local commerciale centre ville hammam lif,"Tunisie,Ben arous,Hammam Lif,Hammam Lif",17,m²,,,450.0,local commercial en plein centre ville hammamlif    visite payante : 20 dt+(2visite gratuit)   +commission 160dt fix svp svp que les sérieux curieux courtier sabstenir,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2693075
2018-09-03T12:57:59,Tunisie-annonce TN,2815249,A louer,Maison,Villas et maisons deluxe,"Tunisie,Nabeul,Hammamet,Hammamet",500,m²,,,500.0,"location des maisons et des villas meublées avec piscine et tous les moyens du comfort (climatisation, systeme alarme, garage pour la voiture) dans les différents emplacements à hammamet.   pour plus d'informations appelée : 22 654 554",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2815249
2018-09-03T12:57:54,Tunisie-annonce TN,2815246,A louer,Maison,Appartement luxe,"Tunisie,Nabeul,Hammamet,Hammamet",150,m²,,,150.0,lcation des maisons meublées dans tous les emplacements à hammamet pendant la vacance d'été avec des prix acceptables.  pour plus d'informations appelée 22 654 554.,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2815246
2018-09-03T12:57:51,Tunisie-annonce TN,2861744,A louer,Appartement,Appartement à borj el baccouche,"Tunisie,Ariana,Ariana Ville,Borj El Baccouche",80,m²,1.0,,400.0,à louer s+1 à borj el baccouche ariana appartement uniquement pour les étudiants ou les employés. il est situé 10 min à proximité de tunis nord et charguia .,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2861744
2018-09-03T12:57:47,Tunisie-annonce TN,2861016,A louer,Maison,Un rez de chausse à borj louzir,"Tunisie,Ariana,La Soukra,Borj Louzir",120,m²,,,450.0,"s+3 au rez de chausse, jardin a l'entree, de superficie 120 m2 couverts, gaz de ville , manchar ouvert sur une cuisine, fer de forge, endroit calme, situee au 4 rue de msaken borj louzir (juste apres magazin aziza  av mustpha mohsen- et entre cafe aya et mosque el takoua)",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2861016
2018-09-03T12:57:45,Tunisie-annonce TN,2803636,A louer,Appartement,Marsa plages studio,"Tunisie,Tunis,La Marsa,Cite El Ahmadi",45,m²,1.0,,900.0,"a louer particulier, studio  la marsa à une minutes de la plages et centre commercial zèphyr toutes équipes idéal pour étudiants  , a 2 minutes â pied du lycée gustave flaubert",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2803636
2018-09-03T12:57:39,Tunisie-annonce TN,2861775,A louer,Appartement,Appartement à côté couchet al billar,"Tunisie,Tunis,El Kram,Le Kram",,m²,2.0,,600.0,loue appartement s+2 au 1ère étage au kram limite salamboo coté plage juste à côté de couchet al billar disponible à partir du 05 septembre pour plus d'info me contacter,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2861775
2018-09-03T12:57:35,Tunisie-annonce TN,2852971,A louer,Appartement,Récent et coquet s3 à marsa erriadh 0109,"Tunisie,Tunis,La Marsa,Cite El Khalil",120,m²,4.0,,1000.0,"l'affiche immo met à la location un récent et coquet s+3 meublé à marsa erriadh. belle exposition, pas de vis à vis, il est composé d'un salon salle à manger,une cuisine équipée et aménagée avec beaucoup de rangements et système d'eau douce, un séchoir et une salle d'eau invités. la partie nuit est composée d'une suite parentale avec dressings et douche, deux chambres à coucher avec placards, placards dans le couloirs et l'entrée, une salle de bain commune avec baignoire jacuzzi et un balcon. l'appartement est chauffé et climatisé. résidence sous vidéo surveillance avec parking et gardien de nuit. proche de tout commerce . accès facile.    pour plus de renseignements veuillez contacter votre conseiller boubaker mlayah au +216 55 990 007",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2852971
2018-09-03T12:57:33,Tunisie-annonce TN,2840229,A louer,Appartement,App s plus 3 avec jardin wahat,"Tunisie,Tunis,La Marsa,El Aouina",170,m²,3.0,,1000.0,"fb.3042  a louer un appartement s+3 avec grand jardin il est composé d’un grand salon lumineux et climatisé, une cuisine bien équipée d'une plaque, hotte aspirante, four et les éléments de rangements avec un séchoir.    une salle de bain à disposition des invités .la partie nuit dessert deux chambre à coucher avec leurs propres dressing et une suite parentale climatisé.    l’appartement est équipé d’un chauffage central .    une place parking sous sol disponible.    contacter notre conseiller en immobilier khalil 51007662.  agence immobilière ari.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2840229
2018-09-03T12:57:27,Tunisie-annonce TN,2645237,A louer,Appartement,S2 meublé à gammarth supérieur 0846,"Tunisie,Tunis,La Marsa,Gammart",150,m²,3.0,,1800.0,"l'affiche immo propose à la location un très bel s+2 luxueusement meublé, dans une résidence calme et gardée à gammarth supérieur. il est composé, dans sa partie jour, d'un lumineux salon salle à manger avec une grande terrasse, une cuisine équipée avec séchoir et une salle d'eau invités. la partie nuit se compose de deux chambres à coucher et une salle de bain commune. l'appartement dispose d'une vue dégagée.    pour plus d'informations veuillez contacter votre conseiller boubaker mlayah au +216 55 990 007",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2645237
2018-09-03T12:57:21,Tunisie-annonce TN,2638137,A louer,Appartement,Résidence la perla cité fh nabeul,"Tunisie,Nabeul,Nabeul,Cite El Mahrsi 1",76,m²,3.0,,600.0,"a louer  durant l'année scolaire un appartement meublé de haut standing dans une résidence gardée jour et nuit . l'appartement est chauffé et climatisé.il se compose de 3 pièces  ,une cuisine aménagée,une salle de bain et 2 balcons l'un d'eux donne sur la piscine collective l'appartement est juste en face des facultés,   à 5mn de la plage sidi mahrsi ,a10mn de nabeul et 10mn de hammamet nord,,    prix 600d pas plus de 3 étudiants.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2638137
2018-09-03T12:57:11,Tunisie-annonce TN,2823259,A louer,Appartement,App s plus 2 lac2,"Tunisie,Tunis,La Marsa,Berge Du Lac",130,m²,2.0,,1500.0,"fb.3032  a louer appartement s+2 prés siége de tunisie télécom situé au 2éme etage dans une résidence r+3 , il compose d’un grand salon avec climatiseur, une sale de bain, une cuisine bien équipée plaque, hotte et four et des éléments de rangement.  la partie nuit compose d'une chambre a coucher avec climatiseur et dressing et un suite parentale avec dressing, climatiseur et un grand balcon.  l'appartement est installé d'un chauffage central, un cellier et une place de parking disponible.  contacter notre agent en immobilier khalil au 51007662 .  agence immobilière ari.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2823259
2018-09-03T12:57:04,Tunisie-annonce TN,2861773,A louer,Appartement,Une ocation,"Tunisie,Tunis,Carthage,Amilcar",50,m²,2.0,,500.0,s+1 meublee  fi amilcar eli yedfa3 louwel yakhidh ha la commesiont 150d,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2861773
2018-09-03T12:57:01,Tunisie-annonce TN,2861772,A louer,Appartement,R d c etage de villa,"Tunisie,Ariana,Mnihla,Cite De La Republique",120,m²,4.0,,360.0,a louer etage de villa s+3  elli interesse nsse3dou fi soum des maintenant dispo pas de fotos pour le moment car feha chkoun bech yo5roj,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2861772
2018-09-03T12:56:58,Tunisie-annonce TN,2861770,A louer,Appartement,Appartement s2 à bhar lazregu,"Tunisie,Tunis,La Marsa,Sidi Daoud",95,m²,2.0,,600.0,nous vous proposons la location d'un nouveau appartement s+2  dans un cartier calme à bhar lazregu 5mn de carrefour  10 mn de la marsa,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2861770
2018-09-03T12:56:54,Tunisie-annonce TN,2613196,A louer,Appartement,Etage de villa meublé,"Tunisie,Gafsa,Gafsa Sud,Gafsa Cite Ennour",,m²,3.0,,650.0,"étage de  villa meublé , s+3 , sdb (chauffe-eau ), cuisine ( cuisinière+ réfrigérateur + ustensiles) , salon ( climatiseur/ chauffage + tv) , chambres ( 1 lit double + 2 lits une place) , une table + 4 chaises , un bureau , grand terrasse + 2 balcons et prés de toutes commodités ( bus , taxi , mg , mosquée, etc)",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2613196
2018-09-03T12:56:48,Tunisie-annonce TN,2859227,A louer,Appartement,Large appart hs p ttes commod carref b jabli march,"Tunisie,Sfax,Sfax Ville,Sfax El Jadida",138,m²,2.0,,650.0,"a louer large appart s+2 très haute standing à sfax el jadida , proche de toutes les commodités, derrière le gouvernorat de sfax tout près de : mosqué sidi ellakhmi, carrefour, clinique essalem, marché, bab jebli sis à residence rayhana bloc b 4ème étage vue panoramique (jardin et magasins).  avec possibilité d’ajouter du meuble.    loyer : 650 dt / mois pour une longue durée sans meuble.  a contacter 53 40 82 20",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2859227
2018-09-03T12:56:45,Tunisie-annonce TN,2856578,A louer,Appartement,Pour etudiantes,"Tunisie,Nabeul,Hammamet,Chaabet El Mrezga",83,m²,3.0,,420.0,studio s+2 meublé pour 2 ou 3 etudiantes max avec douche toilette cuisine avec terrasse gaz de ville sis à mrezga imm amen bank prés kioque agil et la poste,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2856578
2018-09-03T12:56:36,Tunisie-annonce TN,2830788,A louer,Appartement,Duplex meublé plein centre ville,"Tunisie,Bizerte,Bizerte Nord,Bizerte",200,m²,3.0,,600.0,"l'immobilière saiek & belhouane met location:  un duplex meublé plein centre ville, composé d'un hall + salon et salle à manger+ cuisine au 1er étage et au 1er étage, 2éme étage 3 chambres + salle de bain.  à 600 dt le mois.  à contacter: 70 001 109/ 52 816 833/ 22 509 966.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2830788
2018-09-03T12:56:34,Tunisie-annonce TN,2659587,A louer,Appartement,Appartement meublé à la corniche,"Tunisie,Bizerte,Bizerte Nord,Bizerte",80,m²,3.0,,600.0,l'immobilière saiek & belhouane met en location:  un appartement meublé à la corniche composé d'un salon + 2 chambres à coucher + salle d'eau+ cuisine .  avec climatiseur chaud et froid.   à 600 dt le mois pour location annuel.  à contacter: 70 001 109/22 50 99 66/ 52 81 68 33/ 31 51 99 66.,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2659587
2018-09-03T12:56:27,Tunisie-annonce TN,1135978,A louer,Appartement,Ennasr2 s plus 2 meublé super  lux,"Tunisie,Ariana,Ariana Ville,Cite Ennasr 2",120,m²,2.0,,100.0,al a ennasr2 app  s+2 meublé  tres. lux  av hedi nouira  super haut standing. salon.  2 chambres à coucher.   cuisine. équiper  clim.  chauffage. centrale    residence. tres. calme place de parking. ext .. prix 100 d par. jour  tel. 25666888,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=1135978
2018-09-03T12:56:24,Tunisie-annonce TN,2723599,A louer,Maison,Spacieux locale,"Tunisie,Bizerte,Bizerte Nord,Bizerte",80,m²,,,600.0,"l'immobilière saiek & belhouane met en location:  un garage à cité el waha .  superficie : 80 m².  hauteur : 4 mètre.  à 600 dt .  idéale pour dépôt, stockage. extr.  à contacter: 70 001 109/ 52 816 833/ 22 50 99 66/ 31 51 99 66.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2723599
2018-09-03T12:56:19,Tunisie-annonce TN,2778227,A louer,Appartement,Appartement au centre ville de bizerte,"Tunisie,Bizerte,Bizerte Nord,Bizerte",65,m²,2.0,,480.0,"l'immobilière saiek & belhouane met en location un appartement 2éme étage à usage bureautique (avocat, bureau de service,medecin)  en plein centre ville de bizerte.  l'appartement se compose de deux chambres, une cuisine, un salle de bain.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2778227
2018-09-03T12:56:00,Tunisie-annonce TN,2861801,A louer,Appartement,Étage villa,"Tunisie,Ariana,Raoued,Jaafar 2",200,m²,1.0,,350.0,etage villa sur route raoued entré sidi 3mor avec 3 chambre a couche 1 grande salon 1cuisine 1 salle douche 2 véranda prix 350.d pour plus d'information contacté tel 0039 392 4114803 ou whatsap,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2861801
2018-09-03T12:55:54,Tunisie-annonce TN,2861795,A louer,Appartement,Studio khezama,"Tunisie,Sousse,Sousse Jaouhara,Khezama Ouest",,m²,1.0,,280.0,"a louer un studio meublé et climatisé pour jeunes filles fonctionnaires ,stagiaires  ou etudiantes à l'année .situation au voisinage de polytechnique sousse.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2861795
2018-09-03T12:55:50,Tunisie-annonce TN,2815349,A louer,Appartement,Résidence bochra hammamet b5,"Tunisie,Nabeul,Hammamet,Hammamet",80,m²,2.0,,500.0,"n.b. elle est disponible a partir de 29/08/2018  très belle s+1 meublée dans une nouvelle résidence au 2éme   et une autre au 3eme étage se compose d'une chambre à coucher de style avec dressing et une cuisine américaine bien équipée avec tous le nécessaire; ouvrant sur une salon moderne avec un balcon d'une vue splendide  et un séchoir avec une machine a laver automatique .l'appartement et a 7 minutes a pied de la plage.   l'appartement est chauffé en hiver et climatisé en été   les prix  -du 01/08/18 au 31/08/18 : 600/semaine   pour une location de 3mois ou plus, du 01/09/18 au 31/05/19 : 2100 dt/trimestre (700 dt/cautionnement)   • pour une location permanente : 2000/trimestre (700 dt de cautionnement)   idéal pour vos cours ou longue séjours en tunisie, vacances et vos voyages a la découverte de hammamet et de toute la tunisie.  merci",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2815349
2018-09-03T12:55:45,Tunisie-annonce TN,2861797,A louer,Appartement,Appartement meublé,"Tunisie,Tunis,Ain Zaghouan,Ain Zaghouan",80,m²,2.0,,650.0,"a louer,  s+1 f 6 eme etage dans une calme moderne résidence avec 2 ascenseurs . (cité les palmeraies)  appart composé de cuisine avec balcon, salon avec balcon , une chambre et salle de bain. meuble comme suit: 2 lits individuels , une armoire, 2 tables de nuit, banc , tv plasma, climatiseur, frigidaire, machine à laver ,table , gaz plaque et micro-ondes. pour plus d'informations appelez : +216 24237492",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2861797
2018-09-03T12:55:42,Tunisie-annonce TN,2801243,A louer,Appartement,Pour étudiantes,"Tunisie,Tunis,El Kram,Le Kram Est",60,m²,2.0,,520.0,"pour étudiantes du 1 septembre 2018 au 30 juin 2019. exception faite, location à l'année,  pour celles inscrites en masters ou en doctorat.  a louer 1 petit appartement pour 2 étudiantes par appartement au rez-de-chaussée d'un immeuble, comprenant: 1 salon, 2 petites pièces, 1 salle d'eau (douche & wc), avec chauffe-eau (eau froide et chaude), 1 cuisine équipée, 1 séchoir, 1 réfrigérateur neuf, un tv plasma avec parabole, lits, meubles pour salon, tables, chaises.  l'appartement se trouve dans un immeuble derrière l’avenue principale habib bourguiba, prés du monoprix express, ooredoo, baguette&baguette, vagabondo et autres restos, les 2 pâtisseries mozart et tunisoise, et prés de la station du train tgm-aéroport",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2801243
2018-09-03T12:55:35,Tunisie-annonce TN,2839942,A louer,Appartement,Joli studio dans résidence pour prof ou étudiants,"Tunisie,Sousse,Akouda,Chatt Meriem",50,m²,1.0,,390.0,loue   ou à l'année joli studio avec petit jardin climatiseur chaud est froid richement équipé il est a5 minutes  de la mer piscine dans la residence  jacuzzi caméras  de surveillance  tout pret des hôtels  restaurants et prêt de l institut  de l agriculture,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2839942
2018-09-03T12:55:28,Tunisie-annonce TN,2833102,A louer,Maison,Duplex a ennasr 2 wb963,"Tunisie,Ariana,Ariana Ville,Cite Ennasr 2",270,m²,,,2600.0,"a louer a ennasr 2 pour 2600 dt par mois un duplex tt neuf s plus 4 (270m) avec jardin , suite parentale et 3 chambres , une salle de bain et une salle d'eau , ,chauffage central  , entrée voiture (wb963)",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2833102
2018-09-03T12:55:19,Tunisie-annonce TN,2861794,A louer,Appartement,Maison a chotrana 1,"Tunisie,Ariana,La Soukra,Chotrana 1",120,m²,2.0,,400.0,"maison de 2 pièces , grand salon , une chambre , cuisine, grande jardin, gaz de ville, chauffe bain, eau et elc en commun.. rue eddebegh",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2861794
2018-09-03T12:55:14,Tunisie-annonce TN,2807752,A louer,Maison,Villa grand jardin sans meubles,"Tunisie,Sousse,Hammam Sousse,Cite Ennarjes 2",1150,m²,,,3000.0,"villa de style américain sans meubles située à la cité de narjess 2  el kantaoui ,villa mise à la location comprend un salon spacieux  salle à manger,7 chambres réparties entre un rez de jardin   partiel et rez de chaussée plus étage , cuisines ,salles de bains   salle d'eau ,terrasse ,grand jardin tout autour ,garage  ,entrée de voitures ,chauffage central .prix demandé 3000 dt   infos et visite s'adresser à l'immobilière du lac à h-sousse   au 00 216 73 370 942 où 00 216 99 904 113 et 00 216 52 942 113",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2807752
