,Unnamed: 0,Extraction_date,Reference,Category,Name,Address,Size,Size_prefix,Nbr_of_rooms,Nbr_of_baths,Price,Description,URL
223,415,2018-07-16T13:43:52,ff3f9955-7217-4585-8ed4-a217a5659c47,Appartement,Un Appartement Proche De Sindbad 110Md Oo,"Nabeul, Hammamet",Appartements,m²,1.0,,110000.0,A hamametcentre villehamamet un appartement au RDC se compose d?un sallon une chambre a coucher avec salle d?eau et cuisine pas loin de la plage Superficie ; 70m² Prix : 110MD Pour plus d?information merci de nous contacter :95041677,https://www.tayara.tn/listings/appartements-2/ff3f9955-7217-4585-8ed4-a217a5659c47/un-appartement-proche-de-sindbad-110md-oo
225,420,2018-07-16T13:43:43,ff0cbd70-df8b-4639-bc5b-c3e9831d2502,Appartement,Les Jardins De Carthage Beau S+3 Jamais Habite Standing Avec Parking,"Tunis, Carthage",Appartements,m²,3.0,,412000.0,meme prix de vente achete sur plan en 2016 livre en 12/2017 neuf jamais habite aux jardin de carthage nouvelle résidence garder et sécurisé 24/24 achete sur plan en 2016 livree en 12/2017 jamais habite un très bon prix et place parking au sous sol compris meme prix acahete sur plan prix du m 2550 dinars dans une nouvelle résidence livrée en novembre 2017 particulier vent son appartement neuf non habite position 5 eme étage s+3 surface : 154 m avec une place parking au sous sol compose de grand salon avec balcon cuisine équipé agence plaque - hotte four avec sechoir chambres a coucher vue dégagé vue sur la nouvelle mosquée suite parent avec salle de bain 2 chambres enfants avec grand dressing salle de bain commune très haut standing climatisation chauffage centrale marbre porte et boiserie importé de 1er choix en bois chaine double vitrage store volet électrique cuisine agencé équipé avec séchoir revêtement sol en marbre italien de 1 er choix grés a la masse de 1 er choix sdb et sde cuisine et séchoir aménagement contemporain pour les salles de bains et les cuisines menuiserie aluminium en double vitrage et store roulant m,https://www.tayara.tn/listings/appartements-2/ff0cbd70-df8b-4639-bc5b-c3e9831d2502/les-jardins-de-carthage-beau-s+3-jamais-habite-standing-avec-parking-
245,462,2018-07-16T13:42:20,fedfeed1-b588-4c7c-8e34-fab056b8f508,Appartement,S+1 De 64M² À Nabeul,"Nabeul, Nabeul",Appartements,m²,1.0,,130000.0,"Cet appartement se situe dans une résidence front de mer avec piscine. L'entrée donne sur un salon revêtu en marbre thala, lumineux grâce à sa baie vitrée. Il donne sur une terrasse. Une kitchenette est équipée d'une plaque, d'une hotte et d'un four. La partie nuit loge une chambre à coucher avec dressing. Une salle de douche est disponible. Un abri est aussi à disposition. » Équipements Climatisation par split système Dressing Climatisation centrale Piscine Terrasse Abris voiture",https://www.tayara.tn/listings/appartements-2/fedfeed1-b588-4c7c-8e34-fab056b8f508/s+1-de-64m²-à-nabeul
246,464,2018-07-16T13:42:14,fedd5270-1930-4828-ad1c-6eaac51c8922,Appartement,A Vendre Un Appartement À A Mrezga,"Nabeul, Hammamet",Appartements,m²,2.0,,135000.0,"bonne affaire a ne pas rater un appartement situé a Mrezga avec un Bon Emplacement proche de toutes les commodités qui se compose d'un Salon , deux chambre a coucher , une cuisine avec une salle d'eau Surface totale : 70 m² Prix demander : 135 MD Pour plus d'informations merci de nous contacter 95041677",https://www.tayara.tn/listings/appartements-2/fedd5270-1930-4828-ad1c-6eaac51c8922/a-vendre-un-appartement-à-a-mrezga-
248,471,2018-07-16T13:42:04,ff3f9955-7217-4585-8ed4-a217a5659c47,Appartement,Un Appartement Proche De Sindbad 110Md Oo,"Nabeul, Hammamet",Appartements,m²,1.0,,110000.0,A hamametcentre villehamamet un appartement au RDC se compose d?un sallon une chambre a coucher avec salle d?eau et cuisine pas loin de la plage Superficie ; 70m² Prix : 110MD Pour plus d?information merci de nous contacter :95041677,https://www.tayara.tn/listings/appartements-2/ff3f9955-7217-4585-8ed4-a217a5659c47/un-appartement-proche-de-sindbad-110md-oo
250,474,2018-07-16T13:41:59,feaf24f5-3132-4853-9f28-24c921a7b401,Appartement,Appartement À Vendre,"Kairouan, Kairouan Sud",Appartements,m²,3.0,,35000.0,"Appartement s+2 située route Tarik haffouze Kairouan ville ,emplacement stratégique. pour d'autres informations contacter nous 98375723 ou 28475886",https://www.tayara.tn/listings/appartements-2/feaf24f5-3132-4853-9f28-24c921a7b401/appartement-à-vendre
266,509,2018-07-16T13:40:31,fe3b9f3f-2a40-4773-8915-df04291d47f0,Appartement,Appartement Marbre Blanc,"Sousse, Sousse",Appartements,m²,1.0,,130.0,s plus 1 tej soltane 50 metres rez de jardin sureleve haut standing-4 radiateurs et 2 climatiseurs avec terrasse 50932922 DE 14 A 19 H visite sur rv 130md fixe,https://www.tayara.tn/listings/appartements-2/fe3b9f3f-2a40-4773-8915-df04291d47f0/appartement-marbre-blanc
327,629,2018-07-16T13:35:40,fd4ae539-e034-4773-8321-085fc1dcb532,Appartement,Magnifique Appartement,"Nabeul, Hammamet",Appartements,m²,2.0,,291500.0,"Bonne Occasion à ne pas rater Agence Casa imed Hammamet met en vente un Appartement en 6éme étage dans une résidence gardée avec piscine et une belle vue sur mer à AFH de Hammamet Nord Notre appartement se compose d?un salon, 2 chambres à coucher, cuisine bien équipée, salle de bain, salle d?eau et balcon La Résidence équipé par : ? Deux accesseurs ? Chauffage centrale ? Menuiserie Aluminium et stores électriques ? Placard et dressings agencés ? Place de parking sous sol Superficie couvert : 109m² Prix : 291.500dt (TTC) Pour plus d?information n?hésiter pas de nous contacter sur : 90 706 552 Visite des biens disponible 7jrs/7jrs Satisfaction garantie",https://www.tayara.tn/listings/appartements-2/fd4ae539-e034-4773-8321-085fc1dcb532/magnifique-appartement-
335,645,2018-07-16T13:35:02,fcf9a9b7-15c4-4858-9ba2-220ff80a46fa,Appartement,Bel Appartement Pieds Dans L'Eau À Maison De La Mer Marina Kantaoui,"Sousse, Kantaoui",Appartements,m²,2.0,,420000.0,"À vendre un très bel appartement au 2 eme étage avec vue tres engagée et imprenable sur La mer dans le port de Kantaoui ( maison de la mer ) sécurisée et bien gardée, L'appartement d'une superficie de 80m2 comprend un salon avec balcon et terrasse offrant une très belle vue sur mer deux chambres une salon, Une cuisine totalement équipée, une salle de douche, Climatiseurs... Si vous êtes intéressé merci de prendre contact 00216 52 977 159 ou 0033 785458214",https://www.tayara.tn/listings/appartements-2/fcf9a9b7-15c4-4858-9ba2-220ff80a46fa/bel-appartement-pieds-dans-l'eau-à-maison-de-la-mer-marina-kantaoui
346,670,2018-07-16T13:34:01,fc6e235d-1462-40a9-ace8-16524c55d7aa????-??-??-?????-appt-s+3-??-?????-???-237-???-?????,Appartement,???? ?? ?? ????? Appt S+3 ?? ????? ??? 237 ??? ?????,"Ariana, Ennasr",Appartements,m²,4.0,,237000.0,??????? ??????? ???????? ?????? ???? ????? ??????????? ?? ???? ????? ??????? ?? ????? 2 Appartement S+3 ?? ????? ????? Haut Standing ???? ???? ????????? ??? 237 ??? ????? Salon + 3 Chambres + balcon + Sdb + Cuis ... ? ???????? ??????? ????? ??? ??? ???????? ????? ?????????? ??????? ? agence Accessimmo ???? ????? 26 883 425,https://www.tayara.tn/listings/appartements-2/fc6e235d-1462-40a9-ace8-16524c55d7aa/????-??-??-?????-appt-s+3-??-?????-???-237-???-?????
357,694,2018-07-16T13:33:13,fc13c3f6-92b6-4262-bece-c97af6fe6948,Appartement,Apparemment À Vendre,"Tunis, Ettahrir",Appartements,m²,4.0,,0.0,Apparemment à vendre à cité jardin cité ettahrire s+3 au premier étage dans un cartier calme avec syndict,https://www.tayara.tn/listings/appartements-2/fc13c3f6-92b6-4262-bece-c97af6fe6948/apparemment-à-vendre
358,695,2018-07-16T13:33:08,fbf7834c-1a5c-4342-aab3-50dc7388e47f,Appartement,Appartement S2 À Cité El Wahat,"Tunis, L'aouina",Appartements,m²,2.0,,198000.0,"?À Vendre Appartement S+2 à L'aouina ?Emplacement : cité el wahatte ?Superficie : 101 m². ?Typologie : S+2 ?Composition : *Salon avec balcon *Cuisine bien équipée *2 chambres à coucher avec dressing *Salle de bain. *Chauffage central. *deux climatiseurs. ?Prix : 198 000 Milles Dinars?? Pour plus d'Informations, veuillez contacter le 94 293 777/ 55 333 750",https://www.tayara.tn/listings/appartements-2/fbf7834c-1a5c-4342-aab3-50dc7388e47f/appartement-s2-à-cité-el-wahat
405,786,2018-07-16T13:29:19,f97bc627-bd7d-45a3-98ca-595e365fbd3b,Appartement,Vente Duplex S+2 Gammart Supérieur,"Tunis, La Marsa",Appartements,m²,2.0,,590000.0,Opportunity Immobilière met à votre disposition la vente : d'un très joli Duplex S+2 à Gammart Supérieur Golden Tulipe avec belle vue sur mer Prix :590 000 TND frais de visite: 20dt Nous vous invitons à nous contacter pour une visite à prévoir à votre meilleure convenance en appelant le +216 25 488 313 _ 28 368 558 _25 48 99 97,https://www.tayara.tn/listings/appartements-2/f97bc627-bd7d-45a3-98ca-595e365fbd3b/vente-duplex-s+2-gammart-supérieur
414,810,2018-07-16T13:28:26,f8b56d42-f009-42de-bcff-7989f5f361bf,Appartement,Villa À Ezzahra,"Ben arous, Ezzahra",Appartements,m²,11.0,,1500000.0,"A vendre villa de 3 niveau sur terrain de superficie de 506m2 *RDCH de superficie 220m2 qui se compose d'un salon 3 chambre a coucher cuisine équipe ,salle de bain et garage *1ére étage se compose de 2 appartement s+2 *2éme étage se compose de 2 appartement s+2 pour plus d'information contactez nous sur 94 293777",https://www.tayara.tn/listings/appartements-2/f8b56d42-f009-42de-bcff-7989f5f361bf/villa-à-ezzahra
416,813,2018-07-16T13:28:19,fb161dd2-3c40-43a3-9621-79b1be4a2754,Appartement,A Vendre Coquet Appartement S+2,"Ben arous, Medina Jedida",Appartements,m²,2.0,,140000.0,"a vendre coquet appartement s+2 standing à médina jadida au 1 èr étage d?une résidence gardée, sécurisée et proche de toutes commodités, il se compose : - un salon lumineux et climatisé avec balcon, - deux chambres à coucher dont la chambre parent spacieuse avec un balcon et la chambre enfant avec grand placard . - cuisine équipée et agencée avec un séchoir . - salle de bain - chauffage centrale - place de parking disponible la résidence est très propre gardée jour et nuit et sécurisée papier en règle avec titre foncier individuelle Contact : 20 813 000 / 26 526 520 / 20 731 731",https://www.tayara.tn/listings/appartements-2/fb161dd2-3c40-43a3-9621-79b1be4a2754/a-vendre-coquet-appartement-s+2
418,816,2018-07-16T13:28:13,fb10c007-0929-40c3-aa9b-fae5ab6578d2,Appartement,Appart S+2 Très Haut Standing Ain Zaghouan Nord,"Tunis, La Marsa",Appartements,m²,2.0,,275000.0,"On met en vente un appartement S+2 très haut standing, dans une résidence bien sécurisée prés de Monji Slim et Carrefour La Marsa. Il se compose d?un salon lumineux avec balcon, une cuisine est équipée d'une plaque, hotte aspirante, four et des éléments de rangements, elle est complétée par un séchoir. Deux chambres à coucher avec dressings, chacune qui se partagent une salle de bain commune. l'appartement est équipé avec chauffage central installé dans toute les pièces, 3 climatiseurs et une place de parking sous sol. N'hésitez pas à nous contacter au 93 012 767.",https://www.tayara.tn/listings/appartements-2/fb10c007-0929-40c3-aa9b-fae5ab6578d2/appart-s+2-très-haut-standing-ain-zaghouan-nord
421,822,2018-07-16T13:28:02,f8845897-7c4b-488d-95ae-4f2a80ef195b,Appartement,*J* Une Résidence Haut Standing !!,"Ariana, Ariana",Appartements,m²,2.0,,1950.0,"des appartements neufs situés dans une résidence haut standing à borj louzir dans la commune de la ariana . Zone nouvelle et calme. Chaque appartement est avec un terrasse, jardin et place parking sous sol. Prix : à partir de 1950dt dinars l?appartement s+2, s+3 (+place parking +terrasse+jardin). Contactez nous : 29329037 Jihen",https://www.tayara.tn/listings/appartements-2/f8845897-7c4b-488d-95ae-4f2a80ef195b/*j*-une-résidence-haut-standing-
429,838,2018-07-16T13:27:26,f7fe815b-21fc-4573-b8e9-ff802948ac9f,Appartement,Appartement S+2,"La manouba, Oued Ellil",Appartements,m²,2.0,,0.0,Appartement s+2,https://www.tayara.tn/listings/appartements-2/f7fe815b-21fc-4573-b8e9-ff802948ac9f/appartement-s+2
431,843,2018-07-16T13:27:20,f7da4d5f-0950-4bca-a3a3-eaa433ebc386,Appartement,A Vendre: Appartement Au Rez-De-Chaussée S+2 (80 M²) À Manouba Centre,"La manouba, Manouba Ville",Appartements,m²,3.0,,120000.0,"Un appartement S+2 situé au rez-de-chaussé aux immeubles SPROLS de la Manouba Centre. Superficie de 80 m²: salon, 2 chambres avec placards, grande cuisine, salle de bain avec un bain, balcon, débarras. Excellent emplacement: A proximité à pied: Carrefour Market (en face), Station de transport commun La Manouba, Station de métro Slimane Kehia, Lycée secondaire Ibn Abi Dhiaf.... Prix: 120 000 dinars négociable Contacter le 53 532 935",https://www.tayara.tn/listings/appartements-2/f7da4d5f-0950-4bca-a3a3-eaa433ebc386/a-vendre:-appartement-au-rez-de-chaussée-s+2-(80-m²)-à-manouba-centre
434,850,2018-07-16T13:27:10,f7be8b50-8c95-4f14-82e9-34e7dc79c6ae,Appartement,À Vendre S+3 À Riadh Elandalous,"Ariana, Ariana",Appartements,m²,3.0,,280000.0,"Tecnocasa Ariana vous propose un appartement situé au deuxième étage d'une résidence gardée à Riadh El Andalous. L'entrée donne sur un hall annexé à la pièce principale revêtue de marbre blanc et ouvre sur un balcon. La cuisine est entièrement aménagée, équipée d'un four, une hotte, une plaque et dispose d'un séchoir. La partie nuit couvre les trois chambres à coucher dont une suite parentale et la salle de bain commune. Une place de parking se trouve au sous-sol.",https://www.tayara.tn/listings/appartements-2/f7be8b50-8c95-4f14-82e9-34e7dc79c6ae/à-vendre-s+3-à-riadh-elandalous-
436,852,2018-07-16T13:27:02,f7b19a54-acbe-432d-9532-bb28a57d6e3c,Appartement,Rdc Dans Une Residence Gardé Charmante Les Pieds Ds L'Eau,"Sousse, Akouda",Appartements,m²,3.0,,430000.0,Nous mettons en vente dans une residence gardé charmante les pieds ds l'eau un apt au rdc 120m2 se compose de 3cc salon sdb sde cuisine équipé terrasse prix 430mdt Siège social : Khzema ouest la rue est en face station chtéwi entre carrefour market et rondpoint ben Zineb. Contact info : tel : 95212779-58912779/fixe : 73276035,https://www.tayara.tn/listings/appartements-2/f7b19a54-acbe-432d-9532-bb28a57d6e3c/-rdc-dans-une-residence-gardé-charmante-les-pieds-ds-l'eau
440,862,2018-07-16T13:26:33,fa8ac938-4ba4-487d-812a-7036c9a9f90b,Appartement,Des Appartements De Haut Standing À Prix Choc!!!,"Tunis, La Marsa",Appartements,m²,3.0,,1570.0,#Casa Imed# vous propose des appartements de Haut Standing à prix introuvable!! Prix: 1570 dt/m² N'hésitez pas de contacter votre conseillère en immobilier Sana 29329037 Visite du Bien par RDV L'agence est ouverte Samedi et Dimanche,https://www.tayara.tn/listings/appartements-2/fa8ac938-4ba4-487d-812a-7036c9a9f90b/des-appartements-de-haut-standing-à-prix-choc-
454,889,2018-07-16T13:25:35,fa1d7e6f-72f4-4b65-86e2-5b8c96706321,Appartement,Appartement A Sidi Fathallah,"Tunis, Djebel Jelloud",Appartements,m²,2.0,,92000.0,"a vendre Bel appartement dans une résidence propre cloturé gardé jour et nuit avec parking, prés de toute commodité (école, collége,...), à 4 km du centre ville. l'appartement est en très bon état situé au 4éme étage se compose d'un salon + 2 CC + cuisine équipée + SDB + balcon + mancher + gaz de ville installé. NB: possibilité de vendre l'appartement meublé (prix meublé 100 MD) meuble: chambre a couché + salon 9 places + élément pour TV + bit ftour (table + 6 chaises) + rideaux + TV + récepteur + climatiseur + machine a laver automatique + réfrigérateur + chauffe bain. Rq: Possibilité de crédit bancaire pour plus de renseignements n'hésitez pas a me contacter. 97064935",https://www.tayara.tn/listings/appartements-2/fa1d7e6f-72f4-4b65-86e2-5b8c96706321/appartement-a-sidi-fathallah
459,898,2018-07-16T13:25:17,f7823acc-43d9-4cc5-8d66-95755782f22d,Appartement,3 Appartements S + 3 À Afh Mrezgua,"Nabeul, Hammamet",Appartements,m²,3.0,,280000.0,"Agence CASA IMED Hammamet diversifie les choix et met à votre disposition des appartements dans une Résidence Haut Standing dans une zone prestigieuse, zone AFH_Mrezga entre Nabeul et Hammamet. La Résidence propose des appartements S+2 ou S+3 avec des pièces qui font part belle à la lumière. Les appartements disposent des terrasses avec certaines vies directes sur mer offrant un environnement calme et apaisant ; l?architecture se veut rythmée ; contemporaine et lumineuse. Plus que 7 appartements sont disponible en RDC ; 2éme étage et 4éme étage En RDC : S+2 : de superficie 110m² ; prix : 260.000dt En 2éme étage : S+2:de superficie 110m²/ prix : à partir 260.000dt S+3: de superficie 135m² / prix : à partir 280.000dt En 4éme étage : S+2:de superficie 110m² ; prix : à partir 240.000dt S+3: de superficie 135m² ; prix : 300.000dt (vue de mer) Nous sommes à votre service (même samedi & dimanche) Visite du bien disponible 7/7 satisfaction garantie",https://www.tayara.tn/listings/appartements-2/f7823acc-43d9-4cc5-8d66-95755782f22d/3-appartements-s-+-3-à-afh-mrezgua-
482,940,2018-07-16T13:23:26,f754deff-d1e8-4dda-9598-130c6e991c89,Appartement,Appartement De Rêve À Ain Zaghouan!!,"Tunis, Autres villes",Appartements,m²,2.0,,177000.0,#Casa Imed# vous propose un beau appartement à Ain Zaghoun dans une zone prés de toutes commodités nécéssaires Composé d'un salon +salle à manger +2 chambres à coucher +cuisine bien équipée +salle de bain et séchoir Superficie : 90m² Prix : 177 mille (négociable) Référence : AAS002 N'hésitez pas de contacter votre conseillère en immobilier Sana 29329037 Visite du Bien par RDV L'agence est ouverte Samedi et Dimanche,https://www.tayara.tn/listings/appartements-2/f754deff-d1e8-4dda-9598-130c6e991c89/appartement-de-rêve-à-ain-zaghouan-
484,942,2018-07-16T13:23:21,f7527481-b0ae-418a-8570-490f4c487e13,Appartement,Appartement (S+2) Au Rez De Chaussée Directe Promoteur À Corniche,"Sousse, Sousse",Appartements,m²,2.0,,241000.0,"Cet appartement (s+2) de 105 m² occupe le rez-de-chaussée d'une petite résidence, répartie sur deux niveaux gardé et sécurisée,récemment construite en 2017 . A l'entrée on découvre un salon revêtu du marbre blanc; Il est lumineux grâce à sa bonne orientation . Une cuisine agencée est équipée d'une plaque, une hotte aspirante et un four et complété par un séchoir. Le compartiment nuit loge deux chambres à coucher ; Elles se partagent une salle de bain avec baignoire. cet appartement profite d'un bon emplacement stratégique grâce à sa proximité de toute commodité et prés de la zone touristique NB :cet appartement avec une attestation de propriété individuel. -droit d'enregistrement 1% directe promoteur Standing et équipements : - architecture moderne - porte intérieur et extérieur en bois noble - revêtement en marbre salon et chambres . - menuiserie aluminium double vitrage . - volets roulants électriques - chaque pièce avec Split climatiseur - chauffage central - chasse d'eau encastrable et cuvette suspendue Soyez le bienvenue à notre agence Immobilière NEW WAY(agréée) Nouvelle génération Rue Hassen Ben Said 4051 khezema ouest sousse. Votre Conseiller : ALI ZAÂTIR: 28 614 614 / viber et whatsapp /73 275 544 NEW WAY(agréée) Nouvelle génération Nos services : * Évaluation gratuite * Visite gratuite * Connaissance détaillé du marché * Conseils juridique et financier * Accompagnement jusqu?a la signature du contrat CONSEIL & TRANSACTION NEW WAY(agréée) Nouvelle génération",https://www.tayara.tn/listings/appartements-2/f7527481-b0ae-418a-8570-490f4c487e13/appartement-(s+2)-au-rez-de-chaussée-directe-promoteur-à-corniche
494,961,2018-07-16T13:22:38,f71d81e3-8d2c-4133-9981-beaa353a16c1,Appartement,###Prix Bas ###,"Ariana, La Soukra",Appartements,m²,3.0,,0.0,Pour plus d?info contactez votre conseillère en immobilier 51006957 Satisfaction garantie,https://www.tayara.tn/listings/appartements-2/f71d81e3-8d2c-4133-9981-beaa353a16c1/###prix-bas-###
495,964,2018-07-16T13:22:32,f714f619-c32b-4382-bb97-decbadcd9b40,Appartement,Duplex Ds Résidence Pieds Ds L'Eau,"Sousse, Hammam Sousse",Appartements,m²,4.0,,420000.0,"joli duplex standing d'une superficie habitable de 150 m²couverts situé dans une résidence avec piscine et pieds dans l'eau à hammam-sousse , duplex mis à la vente comprenant au rez de chaussée un salon,salle à manger,1 chambre,salle d'eau , cuisine agencée équipée,terrasse ,coins jardin et accès privé vers la plage ,à l'étage 1 suite parents , dressings ,2 chambres plus terrasse couverte avec vue sur mer ,chauffage central et climatisation par split , place de parking au sous-sol , résidence sécurisée .prix demandé 420 000 dt .infos et visite s'adresser à l'immobilière du lac à h-sousse au 00216 73 370 942 où 00 216 99 904 113 et 00 216 52 942 113 .",https://www.tayara.tn/listings/appartements-2/f714f619-c32b-4382-bb97-decbadcd9b40/duplex-ds-résidence-pieds-ds-l'eau
499,972,2018-07-16T13:22:15,f6f19b9a-bfab-4540-bd49-b94376f32e88,Appartement,A V Un Appartement L'Afh S+0,"Nabeul, Hammamet",Appartements,m²,1.0,,82000.0,"Notre agence immobilier GHALLEB mes à votre disposition un bel appartement neuf dans une résidence gardée et sécurisé à AFH Mrézga Se compose d?une chambre avec balcon , cuisine avec séchoir et salle d?eau . Prix : 82MD Pour plus d?informations merci de nous contacter 95041677",https://www.tayara.tn/listings/appartements-2/f6f19b9a-bfab-4540-bd49-b94376f32e88/a-v-un-appartement-l'afh-s+0-
517,1010,2018-07-16T13:20:40,f63601de-9120-412f-bb32-3f9820e29dce,Appartement,Appartement S+2 Inachevé,"Tunis, Sidi Daoud",Appartements,m²,2.0,,330000.0,"À vendre un appartement inachevé (ne manque que la finition) S+2 au premier étage situé à Sidi Daoud La Marsa dans un cartier résidentiel et calme, avec une cuisine, 2 chambres à coucher (avec placards) salle d'eau. Entrée indépendante + un garage. L'appartement est doté d'une installation : gaz de ville, eau, électricité, chauffage central, climatisation. Superficie : 100 m/carré Pour plus de renseignements veuillez me contacter sur : 27559144",https://www.tayara.tn/listings/appartements-2/f63601de-9120-412f-bb32-3f9820e29dce/appartement-s+2-inachevé
523,1016,2018-07-16T13:20:18,f60cacbb-7a4c-45ce-809a-c8ec87c256bf,Appartement,Appartement Pieds Dans L'Eau À Chatt Mariem,"Sousse, Akouda",Appartements,m²,3.0,,165000.0,"la Sté Akariet Sarraj vous propose à chatt mariem un joli appartement au 2 ème étage d'une petite résidence les pieds dans l'eau et avec parking sécurisé l'appartement est avec vue panoramique sur mer il se compose de 2 chambres, salon, une cuisine équipé , salle d'eau avec cabine douche et un terrasse ** titre individuel * prix 165.000 dt un peu négociable pour tout information contacter nous par téléphone 27457153 ou 97387352 ou 73274601 soyez le bienvenue à notre agence immobilière Akariet Sarraj rue abdelhamid ebn badiss khzéma est-sousse (en face jardin public hassen ben said et les anciens immeubles) notre service est rapide et visite gratuit",https://www.tayara.tn/listings/appartements-2/f60cacbb-7a4c-45ce-809a-c8ec87c256bf/appartement-pieds-dans-l'eau-à-chatt-mariem
589,1155,2018-07-16T13:12:02,f5b9d080-60bc-46fb-b070-fa442120d764,Appartement,Appartement S+2 À Ghammart,"Tunis, La Marsa",Appartements,m²,3.0,,140000.0,Appartement S+2 prés de tout comidité Pour plus d'information contacter notre agence 28 698 851,https://www.tayara.tn/listings/appartements-2/f5b9d080-60bc-46fb-b070-fa442120d764/appartement-s+2-à-ghammart-
614,1210,2018-07-16T13:09:55,f530e688-9a07-4f2b-a32a-3c1ff3db34cb,Appartement,S+3,"Ariana, Ariana",Appartements,m²,3.0,,280000.0,"Cet appartement est situé au deuxième étage d'une résidence gardée à Riadh El Andalous. L'entrée donne sur un hall annexé à la pièce principale revêtue de marbre blanc et ouvre sur un balcon. La cuisine est entièrement aménagée, équipée d'un four, une hotte, une plaque et dispose d'un séchoir. La partie nuit couvre les trois chambres à coucher dont une suite parentale et la salle de bain commune. Une place de parking se trouve au sous-sol.",https://www.tayara.tn/listings/appartements-2/f530e688-9a07-4f2b-a32a-3c1ff3db34cb/s+3-
616,1214,2018-07-16T13:09:46,f530bb66-4e02-40e4-94f5-808bbe118bf4,Appartement,Salon,"Médenine, Autres villes",Appartements,m²,3.0,,850.0,,https://www.tayara.tn/listings/appartements-2/f530bb66-4e02-40e4-94f5-808bbe118bf4/salon
617,1216,2018-07-16T13:09:38,f52109f8-8ece-4d5e-a052-a969ee3f6208,Appartement,Appart Au 1Etage Salon Plus 2 Chambres Cite Rades,"Ben arous, Radès",Appartements,m²,3.0,,135000.0,A vendre jolie appartement au cite olympique rades situé au 1 étage composée d'une salon cuisine équipée sdb 2chambres à coucher. 2climatiseurs chaud froid et place parking. Titre foncier individuel. Pour plus d'info 216 21042011,https://www.tayara.tn/listings/appartements-2/f52109f8-8ece-4d5e-a052-a969ee3f6208/appart-au-1etage-salon-plus-2-chambres-cite-rades
621,1222,2018-07-16T13:09:25,f478810b-02a5-4060-8878-b4e4f6e05c43,Appartement,Des Appartements Haut Standing À Prix Introuvable!!,"Tunis, La Marsa",Appartements,m²,3.0,,1570.0,Casa Imed vous propose des appartements S+3 neufs situés dans une résidence Haut Standing à Bhar Lazrek dans la commune de la MARSA et à quelques mètres de l'hypermarché Carrefour. Zone nouvelle et calme. Chaque appartement est avec une terrasse et place parking sous- sol. Réf : RA001 Superficie: à partir de 167 m² Prix m² :1570 dt/m² N'hésitez pas de contacter votre conseillère en immobilier Sana 29329037 Visite du Bien par RDV L'agence est ouverte Samedi et Dimanche,https://www.tayara.tn/listings/appartements-2/f478810b-02a5-4060-8878-b4e4f6e05c43/des-appartements-haut-standing-à-prix-introuvable-
633,1248,2018-07-16T13:08:32,f4d1faf3-50bf-4dc5-8f3c-826c28c0a8c4,Appartement,Appartement Centre Ville,"Bizerte, Bizerte",Appartements,m²,3.0,,120000.0,"PRESTIGE IMMOBILIÈRE met en vente un appartement composé d'un grand salon , deux chambres à coucher , une cuisine , une salle de bain et une terrasse. Sise au centre ville Bizerte d'une superficie de 200m². Prix : 120 000 DNT VRA019-2018 Pour plus d'informations contactez le : 72423881 / 27677404 / 27677604",https://www.tayara.tn/listings/appartements-2/f4d1faf3-50bf-4dc5-8f3c-826c28c0a8c4/appartement-centre-ville-
634,1249,2018-07-16T13:08:29,f448c114-406c-4b97-9446-cb504feedfa9,Appartement,Appartement S+3 Haut Standing À 279 Mille Seulement!!,"Tunis, La Marsa",Appartements,m²,3.0,,279000.0,#Casa Imed# vous propose des appartements S+3 très spacieux et de Haut Standing dans une résidence nouvellement construite à Bhar Lazrek dans la commune de La Marsa à quelques minute de l'hypermarché Carrefour!! Superficie: à partir de 167 m² Prix: à partir de 279 mille dinars N'hésitez pas de contacter votre conseillère en immobilier Sana 29329037 Visite du Bien par RDV L'agence est ouverte Samedi et Dimanche,https://www.tayara.tn/listings/appartements-2/f448c114-406c-4b97-9446-cb504feedfa9/appartement-s+3-haut-standing-à-279-mille-seulement-
638,1259,2018-07-16T13:08:14,f4873b34-a32a-430d-bd26-8be105fed4aa,Appartement,A Vendre ? S+2 De 121 M² À Afh Nabeul ? Nv2035,"Nabeul, Mrezga",Appartements,m²,2.0,,0.0,"Cet appartement, de 121m², est situé au 2ème étage d?une résidence sécurisée, récemment construit. L?entrée principale donne sur un salon bien éclairé. Elle ouvre sur une terrasse. La cuisine, à l?américaine, est équipée d?une plaque chauffante, une hotte aspirante, un four électrique. Le département nuit loge une chambre à coucher et une suite parentale avec sa propre salle d?eau avec cabine de douche. Les deux chambres partagent une salle d?eau avec cabine de douche. La résidence bénéficie d?une piscine collective.",https://www.tayara.tn/listings/appartements-2/f4873b34-a32a-430d-bd26-8be105fed4aa/a-vendre-?-s+2-de-121-m²-à-afh-nabeul-?-nv2035
